,total_cup_points,species,country_of_origin,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,continent
1081,80.42,Arabica,El Salvador,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,10.0,7.25,0.0,North America
1082,80.42,Arabica,China,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,7.17,0.17,Asia
1083,80.42,Arabica,Taiwan,7.25,7.25,7.17,7.25,7.25,7.25,10.0,10.0,10.0,7.0,0.11,Asia
1084,80.42,Arabica,Mexico,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,10.0,7.25,0.1,North America
1085,80.42,Arabica,Mexico,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.08,0.12,North America
1086,80.33,Arabica,Burundi,7.08,7.25,7.17,7.33,7.08,7.08,10.0,10.0,10.0,7.33,0.12,Africa
1087,80.33,Arabica,"Tanzania, United Republic Of",7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,7.17,0.13,Africa
1088,80.33,Arabica,"Tanzania, United Republic Of",7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.08,0.12,Africa
1089,80.33,Arabica,Taiwan,7.25,7.25,7.08,7.25,7.25,7.25,10.0,10.0,10.0,7.0,0.11,Asia
1090,80.33,Arabica,Guatemala,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,7.17,0.11,North America
1091,80.33,Arabica,Mexico,7.25,7.08,7.08,7.33,7.33,7.17,10.0,10.0,10.0,7.08,0.11,North America
1092,80.33,Arabica,United States (Hawaii),7.17,7.5,6.92,7.33,7.67,7.33,9.33,10.0,10.0,7.08,0.12,North America
1093,80.33,Arabica,Ethiopia,7.25,7.25,7.25,7.33,7.5,8.0,9.33,9.33,10.0,7.08,0.1,Africa
1094,80.25,Arabica,Brazil,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,7.25,0.11,South America
1095,80.25,Arabica,Honduras,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,7.33,0.1,North America
1096,80.25,Arabica,Mexico,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,7.17,0.1,North America
1097,80.25,Arabica,Myanmar,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,10.0,6.83,0.11,Asia
1098,80.25,Arabica,Myanmar,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,10.0,7.25,0.0,Asia
1099,80.25,Arabica,Nicaragua,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,0.11,North America
1100,80.25,Arabica,United States (Hawaii),7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,0.12,North America
1101,80.25,Arabica,Colombia,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,0.1,South America
1102,80.25,Arabica,Taiwan,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,7.0,0.11,Asia
1103,80.25,Arabica,Guatemala,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,7.25,0.11,North America
1104,80.25,Arabica,Mexico,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,7.17,0.11,North America
1105,80.17,Arabica,Vietnam,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10.0,10.0,7.25,0.0,Asia
1106,80.17,Arabica,Nicaragua,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,10.0,7.17,0.11,North America
1107,80.17,Arabica,Honduras,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,7.33,0.11,North America
1108,80.17,Arabica,Guatemala,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,7.0,0.11,North America
1109,80.17,Arabica,Mexico,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,7.08,0.11,North America
1110,80.17,Arabica,Mexico,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,7.42,0.14,North America
1111,80.17,Arabica,Mexico,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,7.0,0.12,North America
1112,80.17,Arabica,Guatemala,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,7.17,0.11,North America
1113,80.17,Arabica,United States (Hawaii),7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,0.05,North America
1114,80.08,Arabica,Brazil,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,0.11,South America
1115,80.08,Arabica,Taiwan,7.42,7.25,7.25,7.17,7.0,7.0,10.0,10.0,10.0,7.0,0.07,Asia
1116,80.08,Arabica,Nicaragua,7.25,7.17,6.92,7.25,7.17,7.25,10.0,10.0,10.0,7.08,0.1,North America
1117,80.08,Arabica,Taiwan,7.25,7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,7.0,0.11,Asia
1118,80.08,Arabica,Taiwan,7.25,7.25,7.25,7.0,7.25,7.08,10.0,10.0,10.0,7.0,0.11,Asia
1119,80.08,Arabica,Taiwan,7.25,7.25,7.25,7.08,7.17,7.08,10.0,10.0,10.0,7.0,0.11,Asia
1120,80.08,Arabica,Mexico,7.33,7.17,7.25,7.08,7.08,7.08,10.0,10.0,10.0,7.08,0.15,North America
1121,80.08,Arabica,Mexico,7.25,7.08,7.0,7.17,7.33,7.17,10.0,10.0,10.0,7.08,0.14,North America
1122,80.0,Arabica,Nicaragua,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,10.0,7.0,0.1,North America
1123,80.0,Arabica,Myanmar,7.17,7.33,7.0,7.42,7.17,7.0,10.0,10.0,10.0,6.92,0.0,Asia
1124,80.0,Arabica,Mexico,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10.0,7.42,0.0,North America
1125,80.0,Arabica,Taiwan,7.25,7.25,7.25,7.0,7.25,7.0,10.0,10.0,10.0,7.0,0.11,Asia
1126,80.0,Arabica,Thailand,7.33,6.67,7.08,7.42,7.42,7.08,10.0,10.0,10.0,7.0,0.0,Asia
1127,80.0,Arabica,Mexico,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10.0,10.0,7.25,0.12,North America
1128,80.0,Arabica,Mexico,7.08,7.33,7.0,7.33,7.08,7.0,10.0,10.0,10.0,7.17,0.11,North America
1129,80.0,Arabica,Ethiopia,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,0.05,Africa
1130,79.92,Arabica,Colombia,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10.0,10.0,7.42,0.0,South America
1131,79.92,Arabica,United States (Hawaii),7.5,7.0,7.0,6.92,7.33,7.17,10.0,10.0,10.0,7.0,0.11,North America
1132,79.92,Arabica,Mexico,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10.0,10.0,7.17,0.12,North America
1133,79.92,Arabica,Mexico,7.17,7.17,6.92,7.25,7.33,7.08,10.0,10.0,10.0,7.0,0.12,North America
1134,79.92,Arabica,Mexico,7.5,7.17,7.0,7.17,7.25,7.08,10.0,10.0,10.0,6.75,0.0,North America
1135,79.92,Arabica,Mexico,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10.0,10.0,7.33,0.11,North America
1136,79.92,Arabica,Mexico,7.33,7.25,7.0,7.42,7.17,7.17,9.33,10.0,10.0,7.25,0.12,North America
1137,79.92,Arabica,Mexico,7.17,7.33,7.08,7.58,7.33,7.08,10.0,9.33,10.0,7.0,0.11,North America
1138,79.92,Arabica,United States (Hawaii),7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10.0,7.58,0.05,North America
1139,79.83,Arabica,Kenya,7.0,7.08,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,0.11,Africa
1140,79.83,Arabica,Guatemala,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,7.08,0.1,North America
1141,79.83,Arabica,Nicaragua,6.83,7.17,7.17,6.92,7.5,7.08,10.0,10.0,10.0,7.17,0.11,North America
1142,79.83,Arabica,Mexico,7.17,7.08,7.0,7.25,7.5,7.0,10.0,10.0,10.0,6.83,0.12,North America
1143,79.83,Arabica,United States (Hawaii),7.58,7.08,6.83,7.17,7.5,7.17,9.33,10.0,10.0,7.17,0.12,North America
1144,79.75,Arabica,Guatemala,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,0.1,North America
1145,79.75,Arabica,Taiwan,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,0.0,Asia
1146,79.75,Arabica,Taiwan,7.08,7.08,7.25,7.0,7.17,7.17,10.0,10.0,10.0,7.0,0.1,Asia
1147,79.75,Arabica,Thailand,7.25,7.08,6.92,7.5,7.08,6.92,10.0,10.0,10.0,7.0,0.12,Asia
1148,79.75,Arabica,Peru,7.0,7.08,7.0,7.25,7.5,7.42,9.33,10.0,10.0,7.17,0.12,South America
1149,79.75,Arabica,Costa Rica,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,8.0,0.1,North America
1150,79.75,Arabica,Mexico,7.58,7.08,7.0,7.0,7.5,6.92,10.0,10.0,10.0,6.67,0.12,North America
1151,79.75,Arabica,Mexico,7.58,7.08,6.92,7.58,7.5,6.92,10.0,9.33,10.0,6.83,0.13,North America
1152,79.75,Arabica,Mexico,7.25,7.08,7.0,7.17,7.17,7.08,10.0,10.0,10.0,7.0,0.12,North America
1153,79.75,Arabica,Mexico,7.25,7.17,7.17,7.08,7.17,7.0,10.0,10.0,10.0,6.92,0.14,North America
1154,79.75,Arabica,Mexico,7.33,7.25,7.0,7.08,7.08,7.0,10.0,10.0,10.0,7.0,0.1,North America
1155,79.75,Arabica,Guatemala,7.58,7.33,7.5,7.33,7.0,7.33,9.33,9.33,9.33,7.67,0.0,North America
1156,79.75,Arabica,Mexico,7.25,6.83,6.92,7.08,7.25,7.08,10.0,10.0,10.0,7.33,0.12,North America
1157,79.67,Arabica,Guatemala,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,0.1,North America
1158,79.67,Arabica,El Salvador,7.25,7.08,7.0,6.83,7.33,7.17,10.0,10.0,10.0,7.0,0.0,North America
1159,79.67,Arabica,Thailand,6.92,7.17,6.83,7.42,7.17,7.08,10.0,10.0,10.0,7.08,0.12,Asia
1160,79.67,Arabica,Guatemala,7.5,7.0,6.83,7.08,7.08,7.17,10.0,10.0,10.0,7.0,0.11,North America
1161,79.67,Arabica,Mexico,7.42,7.25,6.83,7.58,7.17,6.58,10.0,10.0,10.0,6.83,0.12,North America
1162,79.67,Arabica,Mexico,7.33,7.17,7.0,6.75,7.08,7.0,10.0,10.0,10.0,7.33,0.13,North America
1163,79.67,Arabica,Mexico,6.92,7.17,7.17,7.17,7.08,7.08,10.0,10.0,10.0,7.08,0.0,North America
1164,79.67,Arabica,Thailand,7.17,7.17,7.0,7.0,7.25,6.92,10.0,10.0,10.0,7.17,0.0,Asia
1165,79.58,Arabica,Mexico,7.08,7.0,6.92,7.33,7.25,7.08,10.0,10.0,10.0,6.92,0.12,North America
1166,79.58,Arabica,Mexico,7.25,6.92,6.92,7.33,7.25,7.0,10.0,10.0,10.0,6.92,0.13,North America
1167,79.58,Arabica,Colombia,7.25,7.17,7.0,6.75,7.17,7.33,10.0,10.0,10.0,6.92,0.1,South America
1168,79.58,Arabica,Guatemala,7.08,7.0,6.83,7.33,7.25,7.0,10.0,10.0,10.0,7.08,0.17,North America
1169,79.5,Arabica,Nicaragua,6.92,6.92,7.0,7.42,7.25,7.0,10.0,10.0,10.0,7.0,0.12,North America
1170,79.5,Arabica,Taiwan,6.92,7.0,7.17,7.0,7.42,7.0,10.0,10.0,10.0,7.0,0.0,Asia
1171,79.5,Arabica,Colombia,7.83,7.5,7.42,7.42,7.67,7.5,10.0,6.67,10.0,7.5,0.0,South America
1172,79.5,Arabica,Mexico,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10.0,10.0,7.0,0.12,North America
1173,79.5,Arabica,Mexico,7.25,7.33,7.0,7.25,7.17,7.17,9.33,10.0,10.0,7.0,0.12,North America
1174,79.42,Arabica,Guatemala,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,0.1,North America
1175,79.42,Arabica,Guatemala,7.25,7.33,6.83,7.0,7.0,7.17,10.0,10.0,10.0,6.83,0.1,North America
1176,79.42,Arabica,Mexico,7.0,6.83,6.83,7.42,7.33,7.17,10.0,10.0,10.0,6.83,0.13,North America
1177,79.33,Arabica,Ivory Coast,7.42,7.25,6.83,7.0,7.33,7.08,9.33,10.0,10.0,7.08,0.13,Africa
1178,79.33,Arabica,Colombia,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10.0,7.33,0.0,South America
1179,79.33,Arabica,Mexico,7.0,7.0,6.83,7.33,7.42,6.92,10.0,10.0,10.0,6.83,0.14,North America
1180,79.33,Arabica,Mexico,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10.0,10.0,7.0,0.14,North America
1181,79.33,Arabica,Guatemala,7.17,6.5,6.33,7.25,7.58,7.33,10.0,10.0,10.0,7.17,0.11,North America
1182,79.25,Arabica,Taiwan,7.08,6.83,6.83,7.25,7.42,7.08,10.0,10.0,10.0,6.75,0.11,Asia
1183,79.25,Arabica,Mexico,7.0,7.0,6.92,7.17,7.17,7.08,10.0,10.0,10.0,6.92,0.13,North America
1184,79.17,Arabica,Guatemala,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,0.1,North America
1185,79.17,Arabica,Honduras,7.58,7.0,6.75,6.92,7.0,6.92,10.0,10.0,10.0,7.0,0.11,North America
1186,79.17,Arabica,Guatemala,7.08,7.0,6.92,7.42,7.0,6.92,10.0,10.0,10.0,6.83,0.11,North America
1187,79.17,Arabica,Guatemala,7.25,7.17,6.75,7.25,7.0,6.92,10.0,10.0,10.0,6.83,0.11,North America
1188,79.17,Arabica,Costa Rica,7.17,7.42,7.5,8.0,7.25,7.83,10.0,10.0,6.67,7.33,0.1,North America
1189,79.17,Arabica,Mexico,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10.0,10.0,7.17,0.14,North America
1190,79.17,Arabica,Mexico,7.17,6.92,6.92,7.08,7.17,7.0,10.0,10.0,10.0,6.92,0.14,North America
1191,79.17,Arabica,Mexico,6.75,6.75,6.83,7.25,7.58,7.08,10.0,10.0,10.0,6.92,0.01,North America
1192,79.08,Arabica,Guatemala,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,0.1,North America
1193,79.08,Arabica,United States (Puerto Rico),7.42,7.08,6.75,7.33,7.33,6.92,10.0,9.33,10.0,6.92,0.13,North America
1194,79.08,Arabica,Mexico,7.33,7.0,6.92,7.25,7.33,7.08,9.33,10.0,10.0,6.83,0.16,North America
1195,79.08,Arabica,Mexico,7.25,7.08,6.75,7.33,7.42,7.0,9.33,10.0,10.0,6.92,0.11,North America
1196,79.08,Arabica,Mexico,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10.0,7.25,0.1,North America
1198,79.0,Arabica,Guatemala,7.33,7.17,6.58,7.42,7.08,6.83,10.0,10.0,10.0,6.58,0.12,North America
1199,79.0,Arabica,Honduras,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,7.0,0.11,North America
1200,79.0,Arabica,Peru,7.67,7.17,7.08,7.25,8.0,7.5,8.67,9.33,9.33,7.0,0.0,South America
1201,79.0,Arabica,Mexico,6.75,7.08,6.67,7.25,7.17,7.08,10.0,10.0,10.0,7.0,0.12,North America
1202,79.0,Arabica,Mexico,7.5,7.17,6.92,7.5,7.25,7.0,8.67,10.0,10.0,7.0,0.14,North America
1203,79.0,Arabica,Mexico,7.17,6.83,6.83,7.25,7.17,6.92,10.0,10.0,10.0,6.83,0.14,North America
1204,78.92,Arabica,Mexico,7.33,7.0,6.75,7.08,7.17,7.25,9.33,10.0,10.0,7.0,0.12,North America
1205,78.92,Arabica,Mexico,7.5,7.0,6.92,7.08,6.92,6.75,10.0,10.0,10.0,6.75,0.16,North America
1206,78.83,Arabica,Nicaragua,7.17,7.0,6.92,7.0,7.0,7.0,10.0,10.0,10.0,6.75,0.1,North America
1207,78.75,Arabica,United States (Hawaii),7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,7.17,0.12,North America
1208,78.75,Arabica,Guatemala,7.33,7.08,6.33,7.25,7.0,7.0,10.0,10.0,10.0,6.75,0.12,North America
1209,78.75,Arabica,Mexico,7.25,6.83,6.83,7.0,7.17,7.0,10.0,10.0,10.0,6.67,0.14,North America
1210,78.75,Arabica,Mexico,7.25,7.33,7.17,7.25,7.08,7.0,8.67,10.0,10.0,7.0,0.14,North America
1211,78.75,Arabica,Mexico,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10.0,8.67,7.0,0.12,North America
1212,78.67,Arabica,China,7.0,6.92,6.83,7.17,7.17,7.17,10.0,10.0,9.33,7.08,0.0,Asia
1213,78.67,Arabica,Mexico,6.92,6.92,6.67,7.25,7.17,6.92,10.0,10.0,10.0,6.83,0.13,North America
1214,78.58,Arabica,Nicaragua,7.08,7.0,6.75,6.83,7.08,6.92,10.0,10.0,10.0,6.92,0.1,North America
1215,78.58,Arabica,Nicaragua,6.83,7.08,6.92,6.75,7.25,7.08,10.0,10.0,10.0,6.67,0.11,North America
1216,78.58,Arabica,Guatemala,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10.0,7.17,0.12,North America
1217,78.58,Arabica,Taiwan,6.83,6.75,7.17,7.25,7.0,6.92,10.0,10.0,10.0,6.67,0.1,Asia
1218,78.58,Arabica,Mexico,7.0,7.0,6.75,7.33,6.92,6.92,10.0,10.0,10.0,6.67,0.13,North America
1219,78.58,Arabica,Mexico,7.92,7.58,7.58,7.92,7.92,7.5,8.0,6.67,10.0,7.5,0.1,North America
1220,78.58,Arabica,United States (Hawaii),7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10.0,7.25,0.0,North America
1221,78.5,Arabica,Mexico,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10.0,7.17,0.0,North America
1222,78.5,Arabica,Mexico,7.08,6.83,6.83,7.0,7.0,6.92,10.0,10.0,10.0,6.83,0.12,North America
1223,78.5,Arabica,Mexico,7.25,7.17,7.0,6.83,7.58,7.08,8.67,10.0,10.0,6.92,0.13,North America
1224,78.42,Arabica,Brazil,6.83,7.0,6.92,7.08,6.92,6.83,10.0,10.0,10.0,6.83,0.12,South America
1225,78.42,Arabica,Mexico,7.58,7.17,7.0,7.17,7.33,7.0,8.0,10.0,10.0,7.17,0.14,North America
1226,78.33,Arabica,United States (Hawaii),7.5,7.75,7.58,7.83,7.92,7.92,7.33,8.0,8.67,7.83,0.1,North America
1227,78.33,Arabica,Guatemala,7.17,6.5,6.67,7.0,7.17,7.17,10.0,10.0,10.0,6.67,0.1,North America
1228,78.33,Arabica,Guatemala,7.17,7.17,6.5,7.17,7.0,6.83,10.0,10.0,10.0,6.5,0.11,North America
1229,78.33,Arabica,Mexico,7.25,7.25,7.0,7.5,7.33,7.42,8.0,9.33,10.0,7.75,0.13,North America
1230,78.33,Arabica,Guatemala,7.17,6.08,6.17,7.25,7.33,7.33,10.0,10.0,10.0,7.0,0.11,North America
1231,78.25,Arabica,United States (Hawaii),7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,7.42,0.11,North America
1232,78.25,Arabica,United States (Hawaii),7.42,7.33,7.33,7.5,7.67,7.75,8.0,8.67,9.33,7.25,0.11,North America
1233,78.17,Arabica,Indonesia,6.92,6.83,6.92,6.92,6.92,6.83,10.0,10.0,10.0,6.83,0.13,Asia
1234,78.08,Arabica,Mexico,7.08,6.83,6.67,7.25,7.25,6.92,10.0,9.33,10.0,6.75,0.11,North America
1235,78.0,Arabica,Taiwan,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10.0,10.0,7.25,0.0,Asia
1236,78.0,Arabica,Honduras,6.83,7.0,6.67,7.0,7.0,6.83,10.0,10.0,10.0,6.67,0.11,North America
1237,78.0,Arabica,United States (Hawaii),7.58,7.33,7.5,7.42,7.5,7.33,8.0,8.67,9.33,7.33,0.12,North America
1238,78.0,Arabica,Guatemala,7.42,7.25,6.83,7.33,7.0,6.92,9.33,9.33,9.33,7.25,0.1,North America
1239,78.0,Arabica,China,7.33,7.17,6.92,7.08,7.33,7.0,9.33,9.33,9.33,7.17,0.1,Asia
1240,78.0,Arabica,Guatemala,7.0,6.83,6.83,7.17,6.67,6.83,10.0,10.0,10.0,6.67,0.11,North America
1241,78.0,Arabica,Mexico,7.25,7.33,7.0,7.0,7.25,7.08,10.0,10.0,8.0,7.08,0.12,North America
1242,78.0,Arabica,Colombia,7.42,7.17,7.0,7.17,7.67,7.17,8.67,9.33,9.33,7.08,0.1,South America
1243,77.92,Arabica,Costa Rica,7.5,7.25,7.42,7.0,7.08,6.83,8.67,9.33,10.0,6.83,0.12,North America
1244,77.92,Arabica,Mexico,7.42,7.25,7.0,7.0,7.25,7.08,8.0,10.0,10.0,6.92,0.11,North America
1245,77.92,Arabica,Guatemala,7.17,6.17,6.17,7.08,7.33,6.83,10.0,10.0,10.0,7.17,0.11,North America
1246,77.83,Arabica,Nicaragua,7.42,7.0,7.0,7.17,7.08,7.0,9.33,8.67,10.0,7.17,0.1,North America
1247,77.83,Arabica,Brazil,7.0,6.75,6.67,6.83,7.08,6.83,10.0,10.0,10.0,6.67,0.11,South America
1248,77.83,Arabica,Guatemala,7.0,6.83,6.67,7.17,6.83,6.83,10.0,10.0,10.0,6.5,0.11,North America
1249,77.67,Arabica,Taiwan,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10.0,6.67,0.11,Asia
1250,77.58,Arabica,United States (Hawaii),7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6.0,7.58,0.12,North America
1251,77.5,Arabica,Mexico,7.17,6.75,6.58,6.75,6.83,6.75,10.0,10.0,10.0,6.67,0.13,North America
1252,77.42,Arabica,Guatemala,7.08,6.92,6.33,7.0,6.92,7.0,10.0,10.0,10.0,6.17,0.11,North America
1253,77.33,Arabica,Brazil,7.5,7.33,7.42,7.58,7.58,6.92,8.0,8.0,10.0,7.0,0.0,South America
1254,77.33,Arabica,Guatemala,7.33,7.0,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,0.1,North America
1255,77.33,Arabica,Mexico,7.33,7.0,6.67,7.0,6.92,6.92,9.33,9.33,10.0,6.83,0.15,North America
1256,77.25,Arabica,Haiti,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10.0,10.0,6.83,0.1,North America
1257,77.25,Arabica,United States (Hawaii),7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10.0,6.75,0.12,North America
1258,77.17,Arabica,Mexico,7.08,7.0,7.0,7.25,7.33,7.25,8.67,8.67,10.0,6.92,0.12,North America
1259,77.0,Arabica,Peru,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,0.0,South America
1260,76.83,Arabica,India,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10.0,6.67,7.42,0.0,Asia
1261,76.75,Arabica,Mexico,6.67,6.33,6.42,6.83,7.0,6.92,10.0,10.0,10.0,6.58,0.0,North America
1262,76.5,Arabica,Guatemala,6.42,6.5,6.5,7.33,6.33,6.92,10.0,10.0,10.0,6.5,0.12,North America
1263,76.42,Arabica,Mexico,7.17,6.58,6.58,7.0,7.25,6.58,9.33,9.33,10.0,6.58,0.13,North America
1264,76.33,Arabica,Guatemala,7.5,7.0,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7.0,0.11,North America
1265,76.33,Arabica,Guatemala,6.17,6.5,6.5,7.17,7.0,6.83,10.0,10.0,10.0,6.17,0.11,North America
1266,76.25,Arabica,United States (Hawaii),7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,7.08,0.0,North America
1267,76.17,Arabica,United States (Hawaii),7.5,7.33,7.33,7.58,7.67,7.25,8.0,8.0,8.0,7.5,0.0,North America
1268,76.17,Arabica,Mexico,7.42,7.0,6.83,7.08,6.92,6.83,7.33,10.0,10.0,6.75,0.16,North America
1269,76.17,Arabica,Indonesia,7.33,7.0,6.5,6.08,7.58,6.33,9.33,10.0,9.33,6.67,0.12,Asia
1270,76.08,Arabica,Mexico,7.08,6.83,6.83,7.17,7.17,7.08,10.0,7.33,10.0,6.58,0.12,North America
1271,76.0,Arabica,Honduras,6.83,6.83,6.67,6.83,7.0,6.83,9.33,8.67,10.0,7.0,0.11,North America
1272,75.83,Arabica,Philippines,6.83,6.5,6.5,6.92,6.75,7.0,9.33,10.0,9.33,6.67,0.12,Asia
1273,75.67,Arabica,Brazil,7.17,7.0,6.83,7.5,7.17,7.0,8.0,8.0,10.0,7.0,0.11,South America
1274,75.58,Arabica,Guatemala,7.92,7.58,7.17,7.58,7.33,7.17,8.0,8.0,8.0,6.83,0.11,North America
1275,75.58,Arabica,Guatemala,6.67,6.5,6.33,7.0,7.17,6.75,8.67,10.0,10.0,6.5,0.12,North America
1276,75.5,Arabica,Mexico,7.5,7.25,6.92,7.0,7.17,6.83,8.0,8.0,10.0,6.83,0.11,North America
1277,75.17,Arabica,Mexico,7.17,6.92,6.67,6.83,7.25,7.75,10.0,6.0,10.0,6.58,0.11,North America
1278,75.17,Arabica,Mexico,7.25,6.83,6.67,7.08,7.17,6.83,10.0,6.67,10.0,6.67,0.12,North America
1279,75.17,Arabica,Mexico,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10.0,6.75,0.13,North America
1280,75.0,Arabica,Mexico,7.0,6.92,6.75,6.92,7.17,6.83,10.0,6.67,10.0,6.75,0.14,North America
1281,74.92,Arabica,Mexico,7.08,6.75,6.58,7.0,7.0,6.75,8.67,8.67,10.0,6.42,0.17,North America
1282,74.83,Arabica,Mexico,7.33,6.75,6.67,7.25,7.5,7.0,10.0,5.33,10.0,7.0,0.12,North America
1283,74.75,Arabica,Guatemala,6.75,6.5,6.17,7.0,7.25,6.75,8.0,10.0,10.0,6.33,0.11,North America
1284,74.75,Arabica,Guatemala,6.75,6.67,6.17,7.17,7.0,6.58,8.0,10.0,10.0,6.42,0.11,North America
1285,74.67,Arabica,Mexico,7.08,7.0,6.83,7.5,7.33,6.83,8.0,7.33,10.0,6.75,0.12,North America
1286,74.42,Arabica,United States (Hawaii),7.5,7.25,7.0,7.25,7.42,7.33,8.0,8.67,6.67,7.33,0.0,North America
1287,74.33,Arabica,Guatemala,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10.0,8.67,6.0,0.11,North America
1288,74.33,Arabica,Mexico,7.0,6.58,6.67,6.83,7.08,6.83,10.0,6.67,10.0,6.67,0.14,North America
1289,74.0,Arabica,Mexico,6.92,6.42,6.17,7.33,7.25,6.75,10.0,6.67,10.0,6.5,0.13,North America
1290,73.83,Arabica,Mexico,7.67,7.0,7.17,7.58,7.33,7.33,10.0,2.67,10.0,7.08,0.12,North America
1291,73.67,Arabica,United States (Hawaii),7.17,7.17,7.17,7.58,7.67,6.92,9.33,6.67,6.67,7.33,0.0,North America
1292,73.5,Arabica,Brazil,7.25,6.58,6.58,7.0,7.0,6.42,8.0,8.0,10.0,6.67,0.11,South America
1293,73.42,Arabica,Honduras,7.0,7.17,6.83,7.17,7.0,7.17,8.0,8.0,8.0,7.08,0.11,North America
1294,72.92,Arabica,Mexico,7.08,7.08,6.92,7.08,6.92,6.92,8.0,8.0,8.0,6.92,0.0,North America
1295,72.83,Arabica,Colombia,8.0,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,7.33,0.0,South America
